,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
5081,Male,Yes,48,Yes,Artist,0.0,1.0,3.0
5082,Female,Yes,37,No,Artist,1.0,0.0,3.0
5084,Female,Yes,66,No,Lawyer,,0.0,1.0
5085,Female,No,25,Yes,Engineer,0.0,0.0,7.0
5086,Male,No,26,Yes,Healthcare,0.0,0.0,4.0
5087,Male,No,23,No,Healthcare,6.0,0.0,3.0
5088,Female,Yes,32,No,Doctor,,2.0,6.0
5089,Female,Yes,84,Yes,Lawyer,2.0,0.0,1.0
5090,Male,Yes,57,No,Entertainment,0.0,0.0,1.0
5092,Male,Yes,71,Yes,Lawyer,1.0,0.0,2.0
5093,Male,Yes,48,Yes,Artist,1.0,0.0,3.0
5094,Female,Yes,39,Yes,Artist,7.0,1.0,3.0
5095,Female,Yes,60,Yes,Engineer,1.0,2.0,4.0
5096,Female,No,43,Yes,Homemaker,14.0,0.0,1.0
5097,Male,Yes,46,No,Entertainment,1.0,2.0,3.0
5098,Female,Yes,55,Yes,Artist,6.0,0.0,2.0
5099,Female,Yes,62,Yes,Entertainment,1.0,0.0,1.0
5100,Male,No,57,Yes,Doctor,0.0,0.0,1.0
5102,Male,Yes,33,No,Artist,,0.0,4.0
5103,Male,Yes,60,Yes,Entertainment,7.0,1.0,4.0
5104,Female,Yes,58,Yes,Artist,6.0,0.0,1.0
5105,Male,Yes,52,No,Entertainment,0.0,1.0,4.0
5106,Female,Yes,30,No,Homemaker,9.0,0.0,3.0
5108,Male,Yes,31,Yes,Artist,0.0,1.0,2.0
5109,Female,Yes,67,Yes,Entertainment,1.0,0.0,2.0
5110,Male,Yes,62,Yes,Artist,2.0,1.0,4.0
5111,Male,Yes,38,Yes,Healthcare,1.0,2.0,4.0
5112,Male,Yes,60,Yes,Artist,3.0,2.0,3.0
5113,Male,Yes,47,Yes,Artist,1.0,1.0,6.0
5114,Male,No,53,Yes,Artist,3.0,0.0,1.0
5116,Male,Yes,45,No,Executive,10.0,2.0,3.0
5117,Female,No,37,No,Homemaker,,0.0,2.0
5118,Male,Yes,58,Yes,Artist,7.0,0.0,1.0
5120,Female,No,28,Yes,Homemaker,,0.0,1.0
5121,Female,Yes,56,Yes,Artist,,2.0,4.0
5123,Male,Yes,50,Yes,Artist,1.0,1.0,4.0
5124,Male,Yes,56,Yes,Executive,,2.0,2.0
5125,Male,No,28,Yes,Artist,,0.0,1.0
5126,Male,No,70,No,Entertainment,0.0,0.0,1.0
5127,Female,Yes,52,No,Engineer,1.0,2.0,2.0
5129,Male,Yes,48,No,Entertainment,5.0,1.0,2.0
5131,Male,Yes,62,Yes,Artist,1.0,0.0,1.0
5132,Female,No,43,Yes,Healthcare,0.0,0.0,6.0
5133,Female,No,22,No,Doctor,,0.0,4.0
5134,Male,Yes,32,Yes,Doctor,0.0,0.0,3.0
5135,Female,Yes,43,Yes,Healthcare,9.0,0.0,2.0
5136,Male,Yes,35,No,Doctor,5.0,0.0,4.0
5137,Female,Yes,68,No,Lawyer,0.0,0.0,1.0
5138,Female,Yes,36,Yes,Entertainment,,1.0,3.0
5139,Female,Yes,36,Yes,Artist,0.0,1.0,3.0
5141,Male,Yes,37,Yes,Artist,9.0,2.0,2.0
5143,Female,Yes,40,Yes,Artist,2.0,0.0,1.0
5144,Female,Yes,40,Yes,Homemaker,2.0,1.0,2.0
5145,Male,No,26,No,Entertainment,1.0,0.0,2.0
5146,Female,Yes,56,Yes,Marketing,0.0,1.0,2.0
5147,Male,Yes,35,Yes,Artist,1.0,2.0,2.0
5148,Male,Yes,56,No,Entertainment,1.0,1.0,3.0
5149,Male,Yes,47,Yes,Healthcare,1.0,0.0,2.0
5150,Male,Yes,88,Yes,Lawyer,0.0,2.0,2.0
5152,Male,Yes,50,Yes,Entertainment,0.0,1.0,2.0
5153,Male,Yes,43,No,Entertainment,0.0,1.0,3.0
5154,Male,Yes,47,No,Engineer,,0.0,1.0
5156,Female,Yes,56,Yes,Artist,,0.0,1.0
5157,Male,Yes,88,Yes,Lawyer,1.0,0.0,1.0
5158,Female,Yes,45,Yes,Artist,3.0,0.0,3.0
5159,Female,No,28,No,Engineer,0.0,0.0,1.0
5162,Male,Yes,85,Yes,Executive,0.0,2.0,2.0
5163,Female,No,35,No,Entertainment,0.0,0.0,1.0
5164,Female,No,40,No,Engineer,0.0,0.0,3.0
5165,Male,Yes,38,Yes,Artist,6.0,0.0,1.0
5166,Female,No,18,No,Healthcare,6.0,0.0,3.0
5167,Male,No,31,Yes,Doctor,8.0,0.0,1.0
5168,Female,Yes,48,Yes,Artist,4.0,1.0,3.0
5169,Female,Yes,58,Yes,Engineer,0.0,1.0,2.0
5170,Male,No,31,No,Doctor,0.0,0.0,2.0
5171,Male,Yes,46,No,Entertainment,1.0,1.0,4.0
5172,Female,No,31,No,Engineer,0.0,0.0,2.0
5173,Male,No,31,Yes,Healthcare,3.0,0.0,4.0
5174,Female,No,32,Yes,Homemaker,5.0,0.0,1.0
5175,Female,No,81,Yes,Lawyer,1.0,0.0,1.0
5177,Female,No,22,No,Doctor,3.0,0.0,2.0
5178,Male,Yes,51,Yes,Entertainment,0.0,0.0,2.0
5179,Male,No,22,No,Healthcare,0.0,0.0,2.0
5180,Female,No,33,Yes,Engineer,0.0,0.0,6.0
5181,Female,No,29,Yes,Engineer,10.0,0.0,1.0
5182,Female,Yes,41,Yes,Artist,7.0,2.0,2.0
5184,Female,No,48,Yes,Lawyer,4.0,0.0,1.0
5185,Male,Yes,78,No,Executive,0.0,2.0,2.0
5186,Male,No,25,Yes,Healthcare,,0.0,3.0
5187,Male,Yes,46,Yes,Artist,0.0,1.0,2.0
5188,Male,Yes,53,Yes,Entertainment,4.0,0.0,2.0
5189,Male,Yes,56,Yes,Artist,2.0,1.0,3.0
5190,Male,Yes,47,Yes,Artist,2.0,0.0,1.0
5191,Female,Yes,40,No,Homemaker,6.0,0.0,1.0
5193,Male,No,18,No,Healthcare,2.0,0.0,2.0
5194,Male,Yes,41,Yes,Artist,1.0,1.0,4.0
5195,Female,Yes,31,No,Engineer,1.0,2.0,4.0
5196,Female,No,40,Yes,Artist,,0.0,1.0
5197,Male,Yes,47,Yes,Artist,1.0,0.0,2.0
5198,Female,No,43,No,Engineer,0.0,0.0,1.0
5199,Male,Yes,81,Yes,Entertainment,1.0,0.0,1.0
5200,Male,Yes,62,Yes,Executive,1.0,2.0,4.0
5201,Male,Yes,51,Yes,Artist,0.0,1.0,2.0
5203,Male,No,42,Yes,Doctor,9.0,0.0,1.0
5204,Female,No,33,No,Doctor,0.0,0.0,4.0
5205,Female,Yes,59,Yes,Artist,0.0,1.0,2.0
5206,Male,Yes,36,Yes,Healthcare,8.0,2.0,2.0
5207,Male,Yes,55,Yes,Executive,2.0,2.0,3.0
5209,Female,No,39,Yes,Artist,1.0,0.0,3.0
5210,Female,No,39,Yes,Engineer,0.0,0.0,4.0
5211,Male,Yes,53,No,Executive,,2.0,4.0
5212,Female,No,32,No,Homemaker,1.0,0.0,1.0
5213,Male,Yes,35,Yes,Healthcare,5.0,2.0,4.0
5215,Male,Yes,60,Yes,Entertainment,1.0,0.0,3.0
5216,Female,No,37,Yes,Artist,9.0,0.0,4.0
5217,Male,Yes,52,Yes,Artist,0.0,0.0,4.0
5218,Female,Yes,35,Yes,Engineer,1.0,1.0,2.0
5220,Female,Yes,28,Yes,Artist,8.0,0.0,4.0
5221,Male,Yes,85,No,Executive,1.0,2.0,2.0
5222,Male,No,29,Yes,Artist,,0.0,2.0
5223,Male,Yes,78,Yes,Lawyer,0.0,0.0,2.0
5224,Female,Yes,51,Yes,Artist,6.0,2.0,2.0
5225,Female,No,33,No,Healthcare,0.0,0.0,5.0
5226,Male,Yes,29,Yes,Healthcare,0.0,0.0,2.0
5228,Male,Yes,73,Yes,Executive,0.0,2.0,2.0
5229,Female,No,43,Yes,Homemaker,9.0,0.0,2.0
5230,Female,No,33,No,Entertainment,8.0,0.0,5.0
5232,Male,Yes,56,Yes,Executive,0.0,2.0,1.0
5233,Female,Yes,65,No,Engineer,1.0,1.0,3.0
5234,Female,Yes,41,Yes,Artist,11.0,1.0,2.0
5235,Male,Yes,58,Yes,Artist,1.0,1.0,2.0
5237,Female,No,36,Yes,Engineer,9.0,0.0,5.0
5238,Male,No,36,Yes,Artist,9.0,0.0,1.0
5239,Male,No,23,No,Doctor,4.0,0.0,3.0
5240,Female,Yes,68,No,Artist,6.0,1.0,3.0
5241,Female,Yes,27,Yes,Engineer,4.0,0.0,2.0
5242,Female,Yes,42,No,Marketing,0.0,1.0,2.0
5243,Male,Yes,29,No,Doctor,0.0,0.0,2.0
5244,Female,No,31,Yes,Doctor,1.0,0.0,3.0
5245,Female,No,45,Yes,Homemaker,11.0,0.0,1.0
5246,Male,Yes,50,Yes,Doctor,,0.0,3.0
5248,Female,No,55,Yes,Artist,0.0,0.0,1.0
5249,Female,No,43,Yes,Engineer,8.0,0.0,2.0
5250,Male,No,30,Yes,Healthcare,1.0,0.0,1.0
5252,Female,No,27,Yes,Artist,9.0,0.0,5.0
5254,Male,Yes,51,No,Executive,,2.0,4.0
5255,Male,No,31,No,Entertainment,1.0,0.0,4.0
5256,Male,Yes,31,No,Executive,1.0,2.0,3.0
5258,Male,Yes,70,Yes,Entertainment,0.0,0.0,1.0
5259,Male,Yes,37,Yes,Artist,2.0,2.0,5.0
5260,Female,Yes,52,Yes,Engineer,0.0,0.0,3.0
5261,Female,No,28,Yes,Healthcare,9.0,0.0,3.0
5262,Male,Yes,42,Yes,Entertainment,9.0,0.0,5.0
5264,Male,No,29,No,Doctor,0.0,0.0,3.0
5265,Female,Yes,61,Yes,Artist,0.0,1.0,4.0
5266,Female,Yes,38,Yes,Engineer,5.0,0.0,2.0
5267,Female,No,30,Yes,Healthcare,6.0,0.0,2.0
5268,Male,Yes,39,Yes,Executive,3.0,2.0,3.0
5269,Female,Yes,74,No,Lawyer,0.0,2.0,2.0
5270,Female,Yes,47,Yes,Entertainment,3.0,1.0,2.0
5271,Male,No,38,Yes,Artist,9.0,0.0,1.0
5272,Female,No,40,Yes,Healthcare,1.0,0.0,1.0
5273,Male,Yes,48,Yes,Executive,0.0,0.0,2.0
5275,Male,No,38,Yes,Artist,3.0,0.0,2.0
5276,Male,No,63,Yes,Doctor,1.0,0.0,1.0
5277,Male,Yes,58,No,Artist,0.0,2.0,3.0
5278,Female,Yes,51,Yes,Engineer,1.0,2.0,3.0
5279,Female,Yes,38,Yes,Artist,6.0,0.0,2.0
5280,Female,No,26,No,Entertainment,6.0,0.0,8.0
5282,Male,Yes,51,Yes,Entertainment,3.0,0.0,3.0
5283,Female,Yes,56,No,Artist,,1.0,3.0
5284,Female,No,25,Yes,Doctor,0.0,0.0,1.0
5285,Male,No,43,No,Artist,6.0,0.0,2.0
5286,Male,Yes,73,Yes,Artist,1.0,0.0,2.0
5289,Female,Yes,53,No,Engineer,0.0,1.0,2.0
5291,Female,Yes,45,Yes,Artist,3.0,2.0,4.0
5292,Male,Yes,57,Yes,Entertainment,,0.0,1.0
5293,Female,No,35,Yes,Doctor,1.0,0.0,4.0
5295,Male,Yes,35,Yes,Artist,,2.0,2.0
5296,Male,Yes,40,Yes,Entertainment,5.0,0.0,1.0
5297,Male,Yes,50,Yes,Artist,0.0,0.0,1.0
5298,Female,Yes,43,No,Entertainment,7.0,1.0,5.0
5299,Female,Yes,49,Yes,Artist,0.0,0.0,4.0
5300,Female,Yes,37,Yes,Artist,0.0,0.0,2.0
5301,Male,Yes,40,Yes,Artist,8.0,1.0,2.0
5302,Male,No,41,Yes,Doctor,1.0,0.0,1.0
5303,Female,Yes,39,Yes,Artist,,1.0,4.0
5304,Female,No,25,No,Doctor,0.0,0.0,4.0
5305,Female,No,32,No,Entertainment,0.0,0.0,2.0
5306,Female,No,39,Yes,Homemaker,1.0,0.0,6.0
5307,Female,Yes,38,Yes,Healthcare,3.0,1.0,3.0
5308,Female,No,25,Yes,Doctor,0.0,0.0,4.0
5309,Female,Yes,61,No,Engineer,0.0,0.0,1.0
5310,Female,No,31,Yes,Homemaker,9.0,0.0,1.0
5311,Male,Yes,72,Yes,Artist,2.0,0.0,1.0
5312,Female,Yes,60,Yes,Artist,0.0,2.0,2.0
5313,Female,No,26,No,Homemaker,13.0,0.0,1.0
5314,Male,Yes,51,Yes,Doctor,0.0,2.0,5.0
5315,Male,Yes,56,No,Artist,1.0,0.0,2.0
5316,Male,Yes,35,Yes,Entertainment,1.0,2.0,2.0
5317,Male,Yes,55,Yes,Entertainment,1.0,0.0,1.0
5318,Female,Yes,39,Yes,Artist,2.0,2.0,2.0
5319,Female,Yes,42,Yes,Engineer,2.0,0.0,1.0
5320,Female,Yes,60,Yes,Artist,2.0,1.0,6.0
5322,Male,Yes,25,Yes,Doctor,0.0,1.0,2.0
5323,Male,No,25,No,Healthcare,1.0,0.0,3.0
5324,Male,No,29,No,Doctor,5.0,0.0,5.0
5325,Female,No,27,No,Healthcare,0.0,0.0,5.0
5326,Male,Yes,52,Yes,Artist,1.0,0.0,1.0
5327,Male,Yes,36,No,Entertainment,,0.0,2.0
5328,Male,Yes,41,Yes,Artist,0.0,2.0,4.0
5329,Male,No,31,No,Engineer,8.0,0.0,2.0
5330,Male,Yes,45,Yes,Entertainment,0.0,1.0,4.0
5332,Male,Yes,55,Yes,Engineer,1.0,1.0,3.0
5333,Male,No,28,Yes,Healthcare,1.0,0.0,3.0
5334,Female,Yes,70,Yes,Artist,5.0,2.0,2.0
5336,Female,No,26,No,Engineer,2.0,0.0,7.0
5337,Male,No,22,No,Engineer,0.0,0.0,4.0
5338,Female,Yes,29,No,Entertainment,1.0,2.0,2.0
5339,Female,Yes,48,Yes,Entertainment,0.0,0.0,1.0
5340,Male,Yes,48,Yes,Entertainment,0.0,0.0,2.0
5341,Male,No,32,Yes,Healthcare,1.0,0.0,4.0
5342,Male,No,29,No,Healthcare,0.0,0.0,5.0
5344,Male,Yes,39,No,Entertainment,0.0,1.0,4.0
5345,Female,No,26,No,Artist,2.0,0.0,2.0
5347,Female,No,35,Yes,Marketing,0.0,0.0,1.0
5348,Male,No,18,No,Healthcare,3.0,0.0,3.0
5349,Female,Yes,56,Yes,Artist,0.0,2.0,2.0
5350,Male,No,40,No,Homemaker,,0.0,1.0
5351,Female,No,37,No,Engineer,3.0,0.0,1.0
5352,Female,Yes,57,Yes,Artist,,2.0,3.0
5355,Female,Yes,45,No,Engineer,0.0,1.0,7.0
5356,Male,No,20,No,Healthcare,5.0,0.0,4.0
5358,Male,Yes,61,Yes,Healthcare,1.0,1.0,7.0
5359,Male,No,23,No,Doctor,0.0,0.0,4.0
5360,Female,No,52,Yes,Artist,0.0,0.0,2.0
5361,Male,Yes,25,Yes,Healthcare,8.0,0.0,2.0
5364,Female,No,37,Yes,Marketing,1.0,0.0,3.0
5368,Male,No,20,No,Healthcare,0.0,0.0,8.0
5369,Female,Yes,32,No,Artist,0.0,1.0,4.0
5370,Female,No,36,No,Doctor,0.0,0.0,2.0
5371,Female,Yes,29,No,Doctor,0.0,1.0,2.0
5372,Male,Yes,25,No,Entertainment,,1.0,2.0
5373,Female,No,22,Yes,Healthcare,3.0,0.0,4.0
5374,Male,Yes,66,Yes,Artist,1.0,0.0,1.0
5375,Male,Yes,50,Yes,Artist,,0.0,4.0
5376,Male,Yes,53,Yes,Artist,,1.0,3.0
5379,Male,Yes,70,Yes,Entertainment,8.0,1.0,2.0
5380,Male,No,18,No,Doctor,0.0,0.0,3.0
5381,Female,No,33,Yes,Engineer,0.0,0.0,2.0
5383,Male,Yes,27,Yes,Artist,9.0,1.0,3.0
5384,Male,Yes,68,Yes,Lawyer,0.0,0.0,2.0
5386,Male,Yes,37,Yes,Artist,4.0,1.0,2.0
5387,Male,Yes,42,Yes,Artist,1.0,1.0,4.0
5388,Male,No,32,No,Artist,3.0,0.0,7.0
5389,Female,No,28,Yes,Engineer,7.0,0.0,1.0
5391,Male,Yes,88,No,Lawyer,0.0,0.0,2.0
5393,Male,No,36,No,Healthcare,,0.0,4.0
5394,Male,Yes,33,No,Homemaker,9.0,1.0,2.0
5395,Female,No,40,Yes,Homemaker,13.0,0.0,1.0
5396,Male,Yes,25,Yes,Entertainment,1.0,2.0,2.0
5398,Female,Yes,18,No,Healthcare,1.0,1.0,3.0
5399,Female,Yes,62,No,Engineer,8.0,2.0,2.0
5400,Female,No,21,No,Healthcare,0.0,0.0,2.0
5401,Female,No,28,No,Healthcare,,0.0,4.0
5402,Female,No,36,No,Engineer,,0.0,1.0
5403,Male,No,27,No,Doctor,0.0,0.0,3.0
5404,Female,Yes,36,Yes,Entertainment,1.0,1.0,4.0
5405,Male,Yes,53,No,Executive,0.0,1.0,4.0
5407,Female,Yes,53,Yes,Artist,8.0,1.0,3.0
5409,Female,No,36,Yes,Marketing,,0.0,3.0
5410,Female,Yes,53,No,Engineer,0.0,0.0,3.0
5411,Male,No,29,No,Doctor,8.0,0.0,4.0
5412,Female,No,28,No,Engineer,8.0,0.0,8.0
5413,Male,Yes,47,Yes,Artist,1.0,0.0,1.0
5414,Male,No,23,No,Artist,1.0,0.0,4.0
5415,Female,Yes,35,Yes,Entertainment,0.0,0.0,4.0
5416,Male,Yes,87,Yes,Lawyer,3.0,0.0,1.0
5418,Female,Yes,26,No,Lawyer,0.0,0.0,9.0
5419,Female,Yes,75,Yes,Artist,1.0,2.0,3.0
5420,Female,Yes,77,Yes,Lawyer,,2.0,2.0
5421,Male,Yes,66,No,Artist,2.0,2.0,3.0
5422,Male,Yes,55,Yes,Artist,0.0,1.0,2.0
5423,Male,Yes,61,Yes,Executive,,0.0,6.0
5424,Male,Yes,39,Yes,Entertainment,1.0,1.0,3.0
5425,Male,Yes,61,Yes,Executive,9.0,2.0,2.0
5426,Male,No,40,No,Engineer,2.0,0.0,4.0
5428,Female,No,57,Yes,Artist,1.0,0.0,1.0
5429,Female,No,37,Yes,Artist,0.0,0.0,2.0
5431,Female,No,20,No,Artist,,0.0,2.0
5432,Male,Yes,68,No,Executive,1.0,1.0,2.0
5433,Female,Yes,43,Yes,Artist,9.0,2.0,4.0
5434,Male,No,21,No,Healthcare,1.0,0.0,5.0
5435,Male,Yes,38,Yes,Engineer,1.0,1.0,4.0
5436,Male,Yes,62,Yes,Artist,1.0,1.0,5.0
5437,Female,No,30,Yes,Doctor,,0.0,7.0
5438,Male,No,32,Yes,Artist,0.0,0.0,3.0
5440,Male,Yes,35,Yes,Healthcare,1.0,0.0,1.0
5441,Female,No,28,No,Doctor,3.0,0.0,4.0
5442,Male,Yes,25,No,Artist,1.0,1.0,4.0
5443,Male,Yes,42,No,Artist,8.0,0.0,2.0
5444,Female,No,29,No,Healthcare,5.0,0.0,4.0
5445,Male,No,40,Yes,Doctor,9.0,0.0,2.0
5446,Female,No,40,Yes,Entertainment,1.0,0.0,3.0
5447,Male,Yes,39,Yes,Artist,4.0,1.0,2.0
5448,Female,No,18,No,Healthcare,0.0,0.0,3.0
5449,Male,No,39,No,Entertainment,0.0,0.0,3.0
5450,Male,Yes,49,No,Entertainment,1.0,1.0,6.0
5451,Female,No,25,Yes,Healthcare,,0.0,2.0
5452,Female,No,33,Yes,Homemaker,8.0,0.0,1.0
5453,Male,Yes,38,No,Artist,8.0,0.0,1.0
5454,Male,Yes,85,Yes,Lawyer,1.0,0.0,1.0
5455,Male,Yes,51,Yes,Doctor,8.0,1.0,3.0
5456,Male,No,26,Yes,Engineer,1.0,0.0,3.0
5457,Female,Yes,35,Yes,Artist,1.0,1.0,3.0
5458,Male,Yes,33,No,Entertainment,1.0,0.0,3.0
5460,Male,Yes,41,Yes,Homemaker,2.0,1.0,3.0
5461,Male,No,77,Yes,Lawyer,0.0,0.0,1.0
5462,Female,No,41,No,Marketing,0.0,0.0,2.0
5463,Male,Yes,46,Yes,Entertainment,5.0,0.0,3.0
5465,Female,Yes,37,Yes,Artist,8.0,2.0,2.0
5466,Male,Yes,58,Yes,Artist,1.0,1.0,2.0
5467,Male,Yes,51,Yes,Engineer,,0.0,2.0
5468,Female,No,28,No,Engineer,1.0,0.0,2.0
5469,Male,Yes,46,Yes,Artist,,1.0,5.0
5470,Male,No,28,Yes,Doctor,1.0,0.0,2.0
5471,Female,No,48,Yes,Artist,6.0,0.0,1.0
5472,Female,No,28,Yes,Engineer,0.0,0.0,3.0
5473,Male,No,36,Yes,Artist,5.0,0.0,1.0
5474,Male,No,50,Yes,Artist,1.0,0.0,3.0
5475,Female,No,32,Yes,Healthcare,9.0,0.0,3.0
5476,Male,Yes,55,Yes,Executive,9.0,2.0,4.0
5477,Female,Yes,43,Yes,Artist,0.0,0.0,1.0
5478,Female,No,30,Yes,Artist,8.0,0.0,2.0
5479,Female,Yes,32,Yes,Marketing,8.0,0.0,2.0
5480,Male,Yes,82,Yes,Artist,0.0,2.0,2.0
5481,Male,Yes,33,Yes,Entertainment,,1.0,2.0
5482,Male,No,33,Yes,Doctor,,0.0,4.0
5483,Male,Yes,55,Yes,Artist,1.0,1.0,5.0
5484,Female,No,40,Yes,Marketing,6.0,0.0,1.0
5485,Male,Yes,89,Yes,Doctor,,0.0,1.0
5486,Female,No,33,Yes,Doctor,0.0,0.0,4.0
5490,Male,Yes,48,Yes,Executive,0.0,2.0,5.0
5491,Male,Yes,62,Yes,Artist,1.0,1.0,2.0
5492,Female,Yes,39,Yes,Artist,14.0,1.0,2.0
5493,Male,Yes,35,Yes,Marketing,,0.0,5.0
5495,Female,Yes,35,Yes,Doctor,7.0,1.0,3.0
5496,Male,Yes,78,Yes,Lawyer,0.0,2.0,5.0
5497,Female,No,42,No,Artist,0.0,0.0,4.0
5499,Female,No,43,Yes,Doctor,0.0,0.0,1.0
5502,Male,No,31,No,Healthcare,2.0,0.0,5.0
5505,Male,Yes,58,Yes,Doctor,1.0,2.0,2.0
5507,Male,Yes,71,Yes,Lawyer,1.0,2.0,2.0
5508,Male,No,82,Yes,Lawyer,1.0,0.0,2.0
5509,Male,Yes,49,No,Executive,9.0,2.0,5.0
5510,Male,Yes,53,Yes,Artist,4.0,1.0,2.0
5511,Female,No,31,No,Engineer,1.0,0.0,1.0
5512,Female,No,21,No,Healthcare,9.0,0.0,7.0
5515,Male,Yes,47,Yes,Marketing,0.0,0.0,2.0
5516,Male,Yes,28,No,Entertainment,,0.0,2.0
5518,Male,No,39,Yes,Entertainment,1.0,0.0,1.0
5519,Male,Yes,55,Yes,Artist,1.0,0.0,2.0
5521,Female,Yes,58,No,Engineer,,1.0,2.0
5522,Female,Yes,76,No,Lawyer,1.0,2.0,2.0
5524,Female,Yes,51,Yes,Artist,8.0,0.0,2.0
5525,Male,No,39,Yes,Artist,5.0,0.0,2.0
5527,Female,Yes,47,Yes,Doctor,,1.0,5.0
5528,Male,No,32,No,Healthcare,8.0,0.0,4.0
5529,Female,Yes,30,No,Engineer,0.0,1.0,2.0
5530,Female,Yes,35,Yes,Homemaker,13.0,2.0,7.0
5531,Male,No,35,Yes,Entertainment,13.0,0.0,2.0
5532,Female,Yes,42,Yes,Artist,1.0,0.0,2.0
5533,Female,Yes,35,Yes,Healthcare,12.0,1.0,2.0
5534,Male,Yes,36,Yes,Artist,7.0,1.0,2.0
5537,Male,No,46,Yes,Artist,3.0,0.0,1.0
5538,Male,Yes,68,No,Artist,0.0,0.0,2.0
5539,Male,Yes,67,Yes,Doctor,1.0,1.0,2.0
5540,Female,Yes,50,No,Engineer,1.0,1.0,4.0
5541,Male,No,32,No,Artist,0.0,0.0,4.0
5543,Female,Yes,48,Yes,Artist,9.0,2.0,4.0
5544,Male,Yes,37,Yes,Entertainment,9.0,1.0,2.0
5546,Female,Yes,63,Yes,Executive,0.0,2.0,5.0
5547,Male,No,42,Yes,Artist,9.0,0.0,1.0
5548,Female,Yes,49,Yes,Engineer,1.0,2.0,5.0
5550,Male,No,31,No,Entertainment,0.0,0.0,3.0
5551,Male,No,45,Yes,Artist,9.0,0.0,1.0
5552,Male,Yes,21,No,Entertainment,0.0,0.0,3.0
5553,Male,Yes,55,Yes,Entertainment,0.0,0.0,4.0
5554,Female,No,26,Yes,Artist,2.0,0.0,2.0
5555,Male,No,51,Yes,Artist,,0.0,1.0
5557,Male,No,41,Yes,Entertainment,11.0,0.0,4.0
5558,Male,Yes,43,No,Executive,,2.0,8.0
5559,Female,Yes,28,Yes,Artist,0.0,0.0,2.0
5560,Male,Yes,47,No,Engineer,1.0,1.0,3.0
5561,Female,No,25,No,Doctor,8.0,0.0,2.0
5562,Female,Yes,72,Yes,Engineer,0.0,2.0,2.0
5565,Female,Yes,33,Yes,Artist,8.0,1.0,3.0
5566,Male,Yes,31,Yes,Healthcare,9.0,0.0,2.0
5567,Male,Yes,72,Yes,Executive,8.0,2.0,2.0
5568,Male,Yes,66,No,Executive,1.0,0.0,2.0
5569,Female,No,33,Yes,Healthcare,0.0,0.0,4.0
5571,Female,No,35,Yes,Artist,7.0,0.0,1.0
5573,Female,Yes,51,Yes,Artist,1.0,1.0,4.0
5574,Male,Yes,67,Yes,Homemaker,1.0,1.0,2.0
5575,Female,No,46,Yes,Artist,3.0,0.0,2.0
5576,Female,No,47,No,Entertainment,0.0,0.0,1.0
5577,Male,Yes,55,Yes,Artist,1.0,0.0,1.0
5578,Male,Yes,51,No,Executive,9.0,2.0,2.0
5580,Male,Yes,31,No,Homemaker,9.0,0.0,1.0
5581,Female,No,30,No,Healthcare,0.0,0.0,9.0
5582,Male,No,26,No,Healthcare,0.0,0.0,4.0
5583,Male,Yes,60,Yes,Executive,0.0,2.0,4.0
5584,Male,No,21,No,Healthcare,,0.0,4.0
5585,Male,No,19,No,Doctor,0.0,0.0,3.0
5586,Female,Yes,60,Yes,Artist,1.0,1.0,3.0
5588,Female,No,21,No,Healthcare,0.0,0.0,2.0
5589,Female,No,25,Yes,Engineer,,0.0,2.0
5590,Male,Yes,36,Yes,Doctor,7.0,1.0,2.0
5591,Female,Yes,52,Yes,Engineer,1.0,1.0,5.0
5593,Female,Yes,56,Yes,Artist,0.0,2.0,5.0
5594,Female,Yes,47,Yes,Engineer,0.0,1.0,4.0
5595,Male,Yes,40,Yes,Artist,1.0,1.0,2.0
5597,Male,No,41,Yes,Artist,0.0,0.0,2.0
5598,Female,Yes,40,No,Entertainment,0.0,0.0,4.0
5599,Male,Yes,29,Yes,Doctor,1.0,0.0,3.0
5600,Female,No,41,Yes,Artist,10.0,0.0,1.0
5601,Male,Yes,50,No,Executive,1.0,2.0,4.0
5602,Male,Yes,38,Yes,Artist,9.0,1.0,2.0
5603,Female,No,33,No,Marketing,9.0,0.0,4.0
5604,Female,No,48,No,Healthcare,0.0,0.0,4.0
5605,Male,No,37,Yes,Artist,8.0,0.0,1.0
5609,Female,No,22,No,Healthcare,1.0,0.0,4.0
5610,Male,Yes,41,Yes,Artist,3.0,1.0,3.0
5611,Female,No,42,Yes,Artist,12.0,0.0,1.0
5612,Male,No,26,Yes,Doctor,0.0,0.0,5.0
5613,Female,No,35,Yes,Artist,0.0,0.0,3.0
5614,Male,Yes,78,No,Lawyer,,2.0,2.0
5615,Male,No,57,Yes,Entertainment,4.0,0.0,1.0
5616,Male,Yes,61,Yes,Entertainment,4.0,1.0,2.0
5617,Male,No,18,No,Healthcare,4.0,0.0,3.0
5618,Male,Yes,50,No,Marketing,1.0,2.0,6.0
5619,Female,No,51,Yes,Artist,8.0,0.0,1.0
5620,Female,Yes,19,No,Healthcare,8.0,0.0,2.0
5621,Male,Yes,65,Yes,Executive,1.0,2.0,2.0
5622,Male,No,26,Yes,Healthcare,1.0,0.0,3.0
5624,Female,No,36,Yes,Artist,5.0,0.0,2.0
5625,Male,Yes,71,Yes,Lawyer,2.0,2.0,2.0
